objectid,cod_favela,nome,situacao,cod_comple,complexo,data_cadas,cod_bairro,bairro,cod_ra,ra,cod_rp,rp,cod_ap,pop_sabren,dom_sabren,fonte,upp,sabrengisadminLim_Favelas_2019area,Shape__Area,Shape__Length
618,57,Parque Horácio Cardoso Franco,1,2011,Vila Arará,1981/06/21 03:00:00+00,12,Benfica,7,São Cristóvão,1.1,Centro,1,742,244,IBGE - Censo Demográfico 2010,Manguinhos - Arará/Mandela,10624.6093196,10624.6093195773,568.230297464792
619,58,Parque Vitória,1,2002,Parque Alegria,1981/09/01 03:00:00+00,4,Caju,1,Portuária,1.1,Centro,1,1784,555,IBGE - Censo Demográfico 2010,Caju,16850.7729249,16850.7729251523,1211.74011233879
620,60,Tuiuti,1,2010,Tuiuti,1981/03/18 03:00:00+00,10,Imperial de São Cristóvão,7,São Cristóvão,1.1,Centro,1,3263,967,IBGE - Censo Demográfico 2010,Barreira do Vasco / Tuiuti,93121.4785015,93121.4785016157,2391.39294255591
621,61,Vila Arará,1,2011,Vila Arará,1981/03/09 03:00:00+00,12,Benfica,7,São Cristóvão,1.1,Centro,1,5119,1567,IBGE - Censo Demográfico 2010,Manguinhos - Arará/Mandela,81434.6960249,81434.696024976,1728.22803395065
622,62,Borel,1,2021,Borel,1988/01/02 03:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,7547,2165,IBGE - Censo Demográfico 2010,Borel,338821.880353,338821.877576694,4847.22721466415
623,63,Coréia (RA - Tijuca),2,0,Isolada,1988/08/02 03:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,196,57,IBGE - Censo Demográfico 2010,Salgueiro,18692.3737045,18692.3737047135,1135.89044231888
624,64,Doutor Catrambi,2,0,Isolada,1981/05/23 03:00:00+00,34,Alto da Boa Vista,8,Tijuca,2.2,Tijuca,2,195,61,IBGE - Censo Demográfico 2010,N,15461.1770648,15461.1770647722,863.423744641899
625,65,Estrada do Tijuaçu,2,0,Isolada,1981/05/22 03:00:00+00,34,Alto da Boa Vista,8,Tijuca,2.2,Tijuca,2,1156,359,IBGE - Censo Demográfico 2010,N,57814.3525143,57814.3525144321,1747.59135851277
626,66,França Junior,1,2024,Morro do Cruz,1988/08/02 03:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,156,51,IBGE - Censo Demográfico 2010,N,6068.51052569,6068.51052567774,426.848080047233
627,67,Indiana,2,0,Isolada,1981/04/28 03:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,887,298,IBGE - Censo Demográfico 2010,Borel,13426.9076072,13426.9076071121,830.42581853975
628,68,Mata Machado,2,0,Isolada,1988/08/02 03:00:00+00,34,Alto da Boa Vista,8,Tijuca,2.2,Tijuca,2,2248,680,IBGE - Censo Demográfico 2010,N,68989.9246348,68989.9246348032,1608.24404922653
629,69,Morro da Casa Branca,1,2021,Borel,1981/04/13 03:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,2539,723,IBGE - Censo Demográfico 2010,Borel,80611.0490631,80611.0529685787,1537.37166203035
630,70,Morro do Chacrinha,1,2006,Turano,1981/04/02 03:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,1177,316,IBGE - Censo Demográfico 2010,Turano,32003.1849671,32003.1849672145,1008.61050172181
631,71,Morro da Formiga,2,0,Isolada,1982/04/19 03:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,4312,1279,IBGE - Censo Demográfico 2010,Formiga,199710.45658,199710.456580375,4025.60497728428
632,72,Morro da Liberdade,1,2006,Turano,1981/03/26 03:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,3258,923,IBGE - Censo Demográfico 2010,Turano,109910.018017,109910.01855206,3692.28116351118
633,73,Morro do Bananal,2,0,Isolada,1981/06/01 03:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,307,75,IBGE - Censo Demográfico 2010,Borel,3120.12581923,3120.12581923867,452.145091765702
634,74,Salgueiro,2,0,Isolada,1982/01/23 03:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,3149,869,IBGE - Censo Demográfico 2010,Salgueiro,179651.328691,179651.323776619,3852.05122271086
635,75,Arrelia,1,2025,Andaraí,1981/05/04 03:00:00+00,37,Andaraí,9,Vila Isabel,2.2,Tijuca,2,1972,606,IBGE - Censo Demográfico 2010,Andaraí,110572.33215,110572.332149688,2429.00699283023
636,76,Borda do Mato,1,2022,Parque João Paulo II,1981/05/24 03:00:00+00,38,Grajaú,9,Vila Isabel,2.2,Tijuca,2,420,131,IBGE - Censo Demográfico 2010,Andaraí,30719.6725783,30719.6725782755,1203.35884004212
637,77,Buraco Quente,1,2024,Morro do Cruz,1982/02/03 03:00:00+00,37,Andaraí,9,Vila Isabel,2.2,Tijuca,2,176,59,IBGE - Censo Demográfico 2010,Borel,12351.2002766,12351.2002765129,668.304867494938
638,78,Jamelão,1,2025,Andaraí,1981/04/28 03:00:00+00,37,Andaraí,9,Vila Isabel,2.2,Tijuca,2,943,262,IBGE - Censo Demográfico 2010,Andaraí,88460.229578,88460.2276460836,3873.56615260188
639,79,Morro do Cruz,1,2024,Morro do Cruz,1981/04/07 03:00:00+00,37,Andaraí,9,Vila Isabel,2.2,Tijuca,2,1355,414,IBGE - Censo Demográfico 2010,Borel,32319.0602145,32319.060214473,886.82715193259
640,80,Morro dos Macacos,1,2023,Morro dos Macacos,1981/05/13 03:00:00+00,36,Vila Isabel,9,Vila Isabel,2.2,Tijuca,2,5072,1384,IBGE - Censo Demográfico 2010,Macacos,190524.515863,190524.515862684,4245.83063092959
641,81,Nova Divinéia,1,2022,Parque João Paulo II,1981/04/23 03:00:00+00,38,Grajaú,9,Vila Isabel,2.2,Tijuca,2,1975,627,IBGE - Censo Demográfico 2010,Andaraí,54225.9108172,54225.9083402005,1401.08649167009
642,82,Parque João Paulo II,1,2022,Parque João Paulo II,1981/05/26 03:00:00+00,38,Grajaú,9,Vila Isabel,2.2,Tijuca,2,2615,810,IBGE - Censo Demográfico 2010,Andaraí,58494.262437,58494.2648499929,3308.44245928215
643,83,Parque Vila Isabel,1,2023,Morro dos Macacos,1981/04/10 03:00:00+00,36,Vila Isabel,9,Vila Isabel,2.2,Tijuca,2,14007,4045,IBGE - Censo Demográfico 2010,Macacos,181939.288453,181939.28845282,3431.93842880775
644,84,Baixa do Sapateiro,1,2085,Maré,1986/01/10 03:00:00+00,157,Maré,30,Complexo da Maré,3.1,Ramos,3,7562,2499,IBGE - Censo Demográfico 2010,Maré,123317.51905,123317.520042268,2159.96299623868
645,85,Chp-2,1,2026,Manguinhos,1982/03/15 03:00:00+00,39,Manguinhos,10,Ramos,3.1,Ramos,3,3908,1136,IBGE - Censo Demográfico 2010,Manguinhos,84025.354811,84025.3530579288,3684.38888012502
646,86,Igreja Nossa Senhora da Conceição,2,0,Isolada,1981/08/12 03:00:00+00,41,Ramos,10,Ramos,3.1,Ramos,3,301,96,IBGE - Censo Demográfico 2010,N,4306.86288208,4306.86288207885,405.056264411351
647,87,Itararé,1,2084,Complexo do Alemão,1981/05/14 03:00:00+00,156,Complexo do Alemão,29,Complexo do Alemão,3.4,Inhaúma,3,1568,505,IPP com base em IBGE - Censo Demográfico 2010,Nova Brasília,44023.374198,44023.3741979913,1082.31871124713
648,88,Joana Nascimento,2,0,Isolada,1986/01/10 03:00:00+00,157,Maré,30,Complexo da Maré,3.1,Ramos,3,64,24,IPP com base em IBGE - Censo Demográfico 2010,Maré,2367.83204222,2367.8320422377,194.821555724316
649,89,Joaquim de Queiróz,1,2084,Complexo do Alemão,1981/04/28 03:00:00+00,156,Complexo do Alemão,29,Complexo do Alemão,3.4,Inhaúma,3,6995,2090,IPP com base em IBGE - Censo Demográfico 2010,Nova Brasília,157961.918003,157961.918003117,2870.99799981307
650,90,Parque Maré,1,2085,Maré,1986/01/10 03:00:00+00,157,Maré,30,Complexo da Maré,3.1,Ramos,3,12421,4018,IBGE - Censo Demográfico 2010,Maré,142264.015558,142264.015558755,2291.1688149136
651,91,Morro da Baiana,1,2084,Complexo do Alemão,1981/04/27 03:00:00+00,156,Complexo do Alemão,29,Complexo do Alemão,3.4,Inhaúma,3,2086,669,IBGE - Censo Demográfico 2010,Adeus / Baiana,48833.7184646,48833.7220092036,1967.53678812872
652,92,Morro do Adeus,1,2084,Complexo do Alemão,1981/04/03 03:00:00+00,156,Complexo do Alemão,29,Complexo do Alemão,3.4,Inhaúma,3,1102,345,IPP com base em IBGE - Censo Demográfico 2010,Adeus / Baiana,49740.7833055,49740.7833054389,1818.56952589392
653,93,Morro do Alemão,1,2084,Complexo do Alemão,1981/04/27 03:00:00+00,156,Complexo do Alemão,29,Complexo do Alemão,3.4,Inhaúma,3,14413,4138,IPP com base em IBGE - Censo Demográfico 2010,Alemão,515904.080756,515904.080756104,8714.88626822182
654,94,Morro do Cariri,1,2031,Penha,1981/05/25 03:00:00+00,42,Olaria,10,Ramos,3.1,Ramos,3,8394,2519,IPP com base em IBGE - Censo Demográfico 2010,Vila Cruzeiro,199046.096501,199046.096500954,2758.62295310828
655,95,Morro do Piancó,1,2084,Complexo do Alemão,1981/04/06 03:00:00+00,156,Complexo do Alemão,29,Complexo do Alemão,3.4,Inhaúma,3,1166,344,IBGE - Censo Demográfico 2010,Adeus / Baiana,49119.3151231,49119.315123207,1569.64576552565
656,96,Nova Holanda,1,2085,Maré,1986/01/10 03:00:00+00,157,Maré,30,Complexo da Maré,3.1,Ramos,3,13341,4085,IPP com base em IBGE - Censo Demográfico 2010,Maré,150187.383018,150187.383017889,2196.72003341854
657,97,Paraibuna,2,0,Isolada,1986/01/10 03:00:00+00,157,Maré,30,Complexo da Maré,3.1,Ramos,3,0,0, ,Maré,2464.15047267,2464.15047275438,451.862734310158
658,98,Parque Carlos Chagas,1,2026,Manguinhos,1981/03/31 03:00:00+00,39,Manguinhos,10,Ramos,3.1,Ramos,3,1152,353,IBGE - Censo Demográfico 2010,Manguinhos,35221.8483492,35221.8410801887,2088.16674244953
659,99,Parque Félix Ferreira,2,0,Isolada,1981/04/01 03:00:00+00,50,Higienópolis,12,Inhaúma,3.4,Inhaúma,3,773,248,IBGE - Censo Demográfico 2010,N,13388.9350378,13388.9350377907,822.914986538173
660,100,Parque João Goulart,1,2026,Manguinhos,1982/04/06 03:00:00+00,39,Manguinhos,10,Ramos,3.1,Ramos,3,3758,950,IPP com base em IBGE - Censo Demográfico 2010,Manguinhos,30014.2693793,30014.271178567,1644.57776976631
661,101,Parque Oswaldo Cruz,2,0,Isolada,1981/03/20 03:00:00+00,39,Manguinhos,10,Ramos,3.1,Ramos,3,4776,1232,IBGE - Censo Demográfico 2010,Manguinhos,65493.1055604,65493.1055604029,1141.42974974402
662,102,Parque Proletário Monsenhor Brito,2,0,Isolada,1981/11/29 03:00:00+00,40,Bonsucesso,10,Ramos,3.1,Ramos,3,1033,415,IBGE - Censo Demográfico 2010,N,8621.00167494,8621.0016748582,410.574590462447
663,103,Parque Roquete Pinto,1,2086,Parque Roquete Pinto,1986/01/10 03:00:00+00,157,Maré,30,Complexo da Maré,3.1,Ramos,3,7488,2382,IBGE - Censo Demográfico 2010,Maré,94691.3290271,94691.3290270143,1849.04478466427
664,104,Parque Rubens Vaz,1,2085,Maré,1986/01/30 03:00:00+00,157,Maré,30,Complexo da Maré,3.1,Ramos,3,5154,1710,IBGE - Censo Demográfico 2010,Maré,74507.1974303,74507.1993153695,1907.16923099565
665,105,Parque União,1,2085,Maré,1986/01/10 03:00:00+00,157,Maré,30,Complexo da Maré,3.1,Ramos,3,19662,6621,IBGE - Censo Demográfico 2010,Maré,225173.223732,225173.22373272,2004.09184105981
666,106,Ramos,1,2086,Parque Roquete Pinto,1988/01/01 03:00:00+00,157,Maré,30,Complexo da Maré,3.1,Ramos,3,3073,932,IBGE - Censo Demográfico 2010,Maré,39887.8255383,39887.8255384148,1192.96135909577
667,107,Tenente Pimentel,2,0,Isolada,1981/08/12 03:00:00+00,42,Olaria,10,Ramos,3.1,Ramos,3,309,73,IBGE - Censo Demográfico 2010,N,5787.90323449,5787.90323442176,409.144226703855
668,108,Timbau,1,2085,Maré,1986/01/10 03:00:00+00,157,Maré,30,Complexo da Maré,3.1,Ramos,3,5916,1964,IBGE - Censo Demográfico 2010,Maré,124926.119396,124926.119395845,2027.59914451842
669,109,Vila Cruzeiro,1,2031,Penha,1981/05/28 03:00:00+00,42,Olaria,10,Ramos,3.1,Ramos,3,8611,2336,IPP com base em IBGE - Censo Demográfico 2010,Vila Cruzeiro,241819.608225,241819.608225497,2723.36287530687
670,110,Vila Residencial Darcy Vargas,1,2027,Parque Itambé,1981/08/23 03:00:00+00,41,Ramos,10,Ramos,3.1,Ramos,3,741,237,IBGE - Censo Demográfico 2010,N,8155.34707796,8155.34707807853,546.546819640017
671,111,Vila Santo Antônio (RA - Ramos),2,0,Isolada,1981/06/10 03:00:00+00,41,Ramos,10,Ramos,3.1,Ramos,3,431,151,IBGE - Censo Demográfico 2010,N,10369.6727012,10369.6727013094,530.882304133895
672,112,Vila Turismo,1,2026,Manguinhos,1981/04/01 03:00:00+00,39,Manguinhos,10,Ramos,3.1,Ramos,3,4748,1604,IBGE - Censo Demográfico 2010,Manguinhos,75078.1252839,75078.1252841417,1740.06983600739
673,113,Bairro Proletário do Dique,1,2032,Bairro Proletário do Dique,1981/08/06 03:00:00+00,48,Vigário Geral,31,Vigário Geral,3.5,Penha,3,6132,1547,IBGE - Censo Demográfico 2010,N,244785.841551,244785.84259511,6085.56927764146
674,114,Brás de Pina,2,0,Isolada,1993/04/28 03:00:00+00,45,Brás de Pina,11,Penha,3.5,Penha,3,7395,2056,IBGE - Censo Demográfico 2010,N,150854.174175,150854.174174896,1935.39814978476
675,115,Centro Social Marcílio Dias,2,0,Isolada,1993/04/28 03:00:00+00,44,Penha Circular,11,Penha,3.5,Penha,3,2102,564,IBGE - Censo Demográfico 2010,N,55703.9529421,55703.9512643645,2221.12878328649
676,116,Cordovil,2,0,Isolada,1981/07/10 03:00:00+00,46,Cordovil,31,Vigário Geral,3.5,Penha,3,2301,545,IBGE - Censo Demográfico 2010,N,37797.4571615,37797.4571615045,1072.12030060675
677,117,Dourados,1,2033,Dourados,1981/04/30 03:00:00+00,46,Cordovil,31,Vigário Geral,3.5,Penha,3,676,131,IBGE - Censo Demográfico 2010,N,38893.3896347,38893.3896349632,1356.45481352998
678,118,Mangueirinha,1,2030,Morro da Guaíba,1981/04/30 03:00:00+00,45,Brás de Pina,11,Penha,3.5,Penha,3,1035,314,IPP com base em IBGE - Censo Demográfico 2010,N,34219.5487161,34219.548715897,1112.01374399402
679,119,Morro da Caixa d'Água (RA - Penha),1,2028,Grotão,1981/07/01 03:00:00+00,44,Penha Circular,11,Penha,3.5,Penha,3,2882,761,IPP com base em IBGE - Censo Demográfico 2010,Chatuba,83144.9021186,83144.9019329199,2015.09973427141
680,120,Morro da Fé,1,2028,Grotão,1981/09/02 03:00:00+00,44,Penha Circular,11,Penha,3.5,Penha,3,2483,706,IBGE - Censo Demográfico 2010,Fé / Sereno,83916.8607553,83916.8620916433,1689.58632681564
681,121,Morro da Guaíba,1,2030,Morro da Guaíba,1981/07/21 03:00:00+00,45,Brás de Pina,11,Penha,3.5,Penha,3,1907,576,IBGE - Censo Demográfico 2010,N,61565.5730477,61565.5730477178,1701.05380605468
682,122,Morro do Caracol,1,2028,Grotão,1981/06/05 03:00:00+00,43,Penha,11,Penha,3.5,Penha,3,2599,711,IPP com base em IBGE - Censo Demográfico 2010,Chatuba,72357.8033895,72357.8035543229,1513.78192972171
683,123,Morro do Sereno,1,2028,Grotão,1981/07/07 03:00:00+00,44,Penha Circular,11,Penha,3.5,Penha,3,807,142,IBGE - Censo Demográfico 2010,Fé / Sereno,39715.3829703,39715.383896486,1210.75400153552
684,124,Parque Furquim Mendes,1,2032,Bairro Proletário do Dique,1981/07/28 03:00:00+00,48,Vigário Geral,31,Vigário Geral,3.5,Penha,3,5197,1456,IBGE - Censo Demográfico 2010,N,159120.175878,159120.175878304,2387.99939834786
685,126,Parque Proletário de Cordovil,1,2035,Vila Cambucí,1981/08/04 03:00:00+00,46,Cordovil,31,Vigário Geral,3.5,Penha,3,718,171,IBGE - Censo Demográfico 2010,N,12026.1309075,12026.1309074771,569.81451320773
686,127,Parque Proletário de Vigário Geral,1,2034,Vigário Lucas,1981/06/05 03:00:00+00,48,Vigário Geral,31,Vigário Geral,3.5,Penha,3,7048,1777,IBGE - Censo Demográfico 2010,N,189462.433677,189462.433677467,2358.1064683832
687,128,Parque Proletário do Grotão,1,2028,Grotão,1981/06/01 03:00:00+00,43,Penha,11,Penha,3.5,Penha,3,3533,863,IPP com base em IBGE - Censo Demográfico 2010,Chatuba,104736.407343,104736.405293936,1993.41562511477
688,129,"Rua Frei Gaspar, nº 279",1,2028,Grotão,1981/07/23 03:00:00+00,44,Penha Circular,11,Penha,3.5,Penha,3,284,86,IBGE - Censo Demográfico 2010,Fé / Sereno,10307.2193891,10307.2193890976,514.847502285299
689,130,Rua Laudelino Freire,1,2031,Penha,1981/10/16 03:00:00+00,43,Penha,11,Penha,3.5,Penha,3,1191,319,IPP com base em IBGE - Censo Demográfico 2010,Chatuba,53951.2139857,53951.2205258714,2366.98171418528
690,131,Vila Cambucí,1,2035,Vila Cambucí,1981/07/24 03:00:00+00,46,Cordovil,31,Vigário Geral,3.5,Penha,3,1102,311,IBGE - Censo Demográfico 2010,N,22531.5555221,22531.5555221882,1197.02924208021
691,132,Rua Rodolfo Chambelland,2,0,Isolada,1981/08/03 03:00:00+00,49,Jardim América,31,Vigário Geral,3.5,Penha,3,932,261,IBGE - Censo Demográfico 2010,N,29563.328038,29563.3280385006,2459.7820801905
692,133,Serra Pelada,1,2035,Vila Cambucí,1981/07/24 03:00:00+00,46,Cordovil,31,Vigário Geral,3.5,Penha,3,648,168,IBGE - Censo Demográfico 2010,N,11778.3590664,11778.3590663522,669.246227606275
693,134,Te Contei,1,2034,Vigário Lucas,1981/07/28 03:00:00+00,47,Parada de Lucas,31,Vigário Geral,3.5,Penha,3,339,100,IBGE - Censo Demográfico 2010,N,4886.91995502,4886.91995509201,410.339491958963
694,125,Parque Jardim Beira Mar,1,2034,Vigário Lucas,1981/08/08 03:00:00+00,47,Parada de Lucas,31,Vigário Geral,3.5,Penha,3,13176,3617,IBGE - Censo Demográfico 2010,N,235444.64332,235444.647434116,2672.4783134761
695,135,Vila Proletária da Penha,1,2031,Penha,1981/03/30 03:00:00+00,43,Penha,11,Penha,3.5,Penha,3,17775,4617,IBGE - Censo Demográfico 2010,Vila Proletária,320684.526109,320684.527640379,4835.63668257629
696,136,Belém-Belém,2,0,Isolada,1981/07/16 03:00:00+00,66,Engenho de Dentro,13,Méier,3.2,Méier,3,734,244,IBGE - Censo Demográfico 2010,N,16474.5075586,16474.5075586252,973.24750815445
697,137,Céu Azul,1,2041,Dois de Maio,1981/06/23 03:00:00+00,61,Engenho Novo,13,Méier,3.2,Méier,3,1210,338,IBGE - Censo Demográfico 2010,N,18998.5470103,18998.5470103022,620.09090053838
698,138,Chácara de Del Castilho,2,0,Isolada,1981/07/21 03:00:00+00,53,Del Castilho,12,Inhaúma,3.4,Inhaúma,3,2489,757,IPP com base em IBGE - Censo Demográfico 2010,N,32649.5838333,32649.5838334979,1046.09915385133
699,139,Conjunto Residencial Fernão Cardin,2,0,Isolada,1981/07/22 03:00:00+00,66,Engenho de Dentro,13,Méier,3.2,Méier,3,2416,775,IBGE - Censo Demográfico 2010,N,51513.6853528,51513.6853529913,2011.39166142257
700,140,Dois de Maio,1,2041,Dois de Maio,1981/06/24 03:00:00+00,60,Sampaio,13,Méier,3.2,Méier,3,3240,870,IBGE - Censo Demográfico 2010,Jacarezinho,45979.7738405,45979.773840369,1743.94841649634
701,141,Jacarezinho,1,2083,Jacarezinho,1981/12/14 03:00:00+00,155,Jacarezinho,28,Jacarezinho,3.2,Méier,3,30037,8901,IPP com base em IBGE - Censo Demográfico 2010,Jacarezinho,373048.943372,373048.943371929,4520.52662421413
702,142,Marlene,1,2147,Marlene,1981/07/23 03:00:00+00,51,Jacaré,13,Méier,3.2,Méier,3,719,234,IBGE - Censo Demográfico 2010,Jacarezinho,10217.9266947,10217.9266947169,546.844751651056
703,143,Morro da Caixa d'Água (RA - Méier),1,2046,Morro do Urubu,1981/07/23 03:00:00+00,69,Piedade,13,Méier,3.2,Méier,3,662,216,IPP com base em IBGE - Censo Demográfico 2010,N,48655.6699411,48655.6699412311,1788.87148997494
704,144,Morro do Engenho da Rainha,2,0,Isolada,1981/08/02 03:00:00+00,55,Engenho da Rainha,12,Inhaúma,3.4,Inhaúma,3,1592,484,IPP com base em IBGE - Censo Demográfico 2010,N,71938.8030541,71938.8014424269,2545.09298652995
705,145,Morro do Trajano,2,0,Isolada,1981/06/24 03:00:00+00,71,Pilares,13,Méier,3.2,Méier,3,806,223,IBGE - Censo Demográfico 2010,N,8827.13181179,8827.13181201264,601.657367992777
706,146,Morro do Urubu,1,2046,Morro do Urubu,1981/07/29 03:00:00+00,71,Pilares,13,Méier,3.2,Méier,3,1998,603,IPP com base em IBGE - Censo Demográfico 2010,N,153877.78077,153877.781068885,5876.5487225895
707,147,Morro das Palmeiras,1,2084,Complexo do Alemão,1981/07/31 03:00:00+00,156,Complexo do Alemão,29,Complexo do Alemão,3.4,Inhaúma,3,2138,688,IPP com base em IBGE - Censo Demográfico 2010,Fazendinha,105360.904356,105360.904356117,1599.42558781471
708,148,Nova Brasília (RA - Alemão),1,2084,Complexo do Alemão,1981/03/30 03:00:00+00,156,Complexo do Alemão,29,Complexo do Alemão,3.4,Inhaúma,3,18744,5750,IPP com base em IBGE - Censo Demográfico 2010,Nova Brasília,339147.913864,339147.918545876,5653.03945461755
709,149,Parque Proletário Águia de Ouro,1,2145,Parque Proletário Águia de Ouro,1981/07/02 03:00:00+00,54,Inhaúma,12,Inhaúma,3.4,Inhaúma,3,1169,418,IPP com base em IBGE - Censo Demográfico 2010,N,44022.7619869,44022.7619869762,1628.97047668372
710,150,Parque Proletário Engenho da Rainha,2,0,Isolada,1981/07/27 03:00:00+00,55,Engenho da Rainha,12,Inhaúma,3.4,Inhaúma,3,1730,528,IBGE - Censo Demográfico 2010,N,59519.0478984,59519.0472580695,2481.75132147695
711,151,Parque União de Del Castilho,1,2038,Parque União de Del Castilho,1981/06/25 03:00:00+00,53,Del Castilho,12,Inhaúma,3.4,Inhaúma,3,2136,630,IBGE - Censo Demográfico 2010,N,49019.2130465,49019.2154746357,2823.06003654425
712,152,Pica Pau Amarelo,2,0,Isolada,1981/07/31 03:00:00+00,65,Cachambi,13,Méier,3.2,Méier,3,495,133,IBGE - Censo Demográfico 2010,Jacarezinho,11757.6023136,11757.602313694,761.143873290842
713,153,"Praça Marimbá, 60 (Fundos)",2,0,Isolada,1981/08/11 03:00:00+00,155,Jacarezinho,28,Jacarezinho,3.2,Méier,3,102,35,IPP com base em IBGE - Censo Demográfico 2010,Jacarezinho,2599.0056651,2599.00566514156,287.386371499262
714,154,Relicário,1,2084,Complexo do Alemão,1981/05/29 03:00:00+00,54,Inhaúma,12,Inhaúma,3.4,Inhaúma,3,83,24,IPP com base em IBGE - Censo Demográfico 2010,Fazendinha,44392.9138982,44392.9138983054,1062.74629960191
715,155,Rua Itabirito,1,2046,Morro do Urubu,1981/07/14 03:00:00+00,71,Pilares,13,Méier,3.2,Méier,3,398,129,IPP com base em IBGE - Censo Demográfico 2010,N,18066.9221712,18066.9221711464,1177.15849017803
716,156,"Rua Matinoré, nº 163 (Fundos)",1,2083,Jacarezinho,1981/01/24 03:00:00+00,155,Jacarezinho,28,Jacarezinho,3.2,Méier,3,60,18,IPP com base em IBGE - Censo Demográfico 2010,Jacarezinho,1026.97657891,1026.97657887073,130.926785598728
717,157,Rua Pereira Pinto,2,0,Isolada,1981/07/27 03:00:00+00,56,Tomás Coelho,12,Inhaúma,3.4,Inhaúma,3,182,52,IBGE - Censo Demográfico 2010,N,7670.89639878,7670.89639859246,581.624286191496
718,158,Seu Pedro,2,0,Isolada,1981/07/14 03:00:00+00,53,Del Castilho,12,Inhaúma,3.4,Inhaúma,3,185,61,IBGE - Censo Demográfico 2010,N,10436.8510937,10436.8501696915,1701.83703845189
719,159,Tautá,1,2083,Jacarezinho,1981/07/27 03:00:00+00,155,Jacarezinho,28,Jacarezinho,3.2,Méier,3,395,124,IBGE - Censo Demográfico 2010,Jacarezinho,6337.72047767,6337.72047764226,498.218597733525
720,160,Teixeira Bastos,2,0,Isolada,1981/07/27 03:00:00+00,66,Engenho de Dentro,13,Méier,3.2,Méier,3,61,20,IPP com base em IBGE - Censo Demográfico 2010,N,1855.12604375,1855.12604368262,186.171728271312
721,161,Vila Caramuru,1,2046,Morro do Urubu,1981/08/11 03:00:00+00,56,Tomás Coelho,12,Inhaúma,3.4,Inhaúma,3,718,233,IBGE - Censo Demográfico 2010,N,25056.0800563,25056.0800562353,1038.78988614352
722,162,Vila União (RA - São Cristóvão),1,2026,Manguinhos,1981/03/19 03:00:00+00,12,Benfica,7,São Cristóvão,1.1,Centro,1,994,324,IBGE - Censo Demográfico 2010,Manguinhos,22953.7077417,22953.7072830806,1493.67967684221
723,164,Barro Preto,1,2044,Lins,1981/08/21 03:00:00+00,61,Engenho Novo,13,Méier,3.2,Méier,3,499,161,IBGE - Censo Demográfico 2010,Lins,27220.4829274,27220.4829273478,852.360919666393
